PRP$	283	0.00202332182256
VBG	882	0.0063059005212
VBD	1541	0.0110174520444
VBN	485	0.00346753033195
POS	373	0.00266678105942
''	7	5.00468295333e-05
VBP	435	0.00311005297814
WDT	48	0.000343178259657
JJ	9651	0.0690002788323
WP	12	8.57945649143e-05
VBZ	868	0.00620580686214
DT	40564	0.290014227599
NONE	899	0.0064274428215
RP	26	0.000185888223981
$	19	0.000135841394448
NN	4792	0.0342606295891
)	9	6.43459236857e-05
(	1489	0.0106456755965
FW	36	0.000257383694743
,	14267	0.102002588136
.	213	0.00152285352723
TO	1420	0.0101523568482
PRP	27	0.000193037771057
RB	474	0.00338888531412
:	358	0.00255953785328
NNS	425	0.00303855750738
NNP	10982	0.0785163259907
VB	344	0.00245944419421
WRB	108	0.000772151084229
CC	7262	0.0519200108673
RBS	5	3.5747735381e-05
RBR	6	4.28972824572e-05
CD	1838	0.013140867526
IN	39405	0.281727902537
WP$	2	1.42990941524e-05
MD	20	0.000142990941524
NNPS	56	0.000400374636267
JJS	150	0.00107243206143
JJR	88	0.000629160142705
