149481L, 1, 0.9863760217983651, 0.5966519167223466, 0.9090909090909091, 0.17125633290191888, 0.0021377827695051588
149495L, 0, 0.010899182561307902, 0.3833373054727276, 0.0, 0.44540982838026955, 0.0029235304502648329
165108L, 1, 0.9923342276734382, 0.3054743707483591, 0.36363636363636365, 0.39285879253171929, 0.0096892320577350866
236853L, 0, 0.004791107704101188, 0.13785290940562564, 0.0, 0.26099740643868419, 0.0040316029480147453
8596139L, 0, 0.0011498658489842851, 0.1643541565509676, 0.0, 0.3492047809381662, 0.00021005408272156689
140624L, 0, 0.0003832886163280951, 0.0, 0.09090909090909091, 0.38700889247716908, 0.0060916858759854087
37653L, 0, 0.00019164430816404754, 0.0, 0.36363636363636365, 0.28290070864308059, 0.00040181498267755078
147101L, 0, 0.00019164430816404754, 0.14112019972959985, 0.0, 0.36349154121065674, 0.0074232061449357456
1068792L, 0, 0.00019164430816404754, 0.11836528595756575, 0.0, 0.2899411782022101, 0.00014974711452797607
1071662L, 0, 0.00019164430816404754, 0.0, 0.09090909090909091, 0.4192074761608684, 0.0046778506364941741
20182313L, 0, 0.00019164430816404754, 0.0, 0.0, 0.39078093406646641, 0.0
36839955L, 0, 0.00019164430816404754, 0.11836528595756575, 0.0, 0.33752069300585363, 0.0017590731654865133
8949413L, 1, 0.9948006932409013, 0.0, 0.0, 0.34110784727743626, 0.00056939116618359709
1547317L, 0, 0.0017331022530329288, 0.0, 0.0, 0, 0.00038614233387102015
19128703L, 0, 0.0017331022530329288, 0.0, 0.0, 0, 3.0119443565901349e-05
803696L, 1, 0.95, 0.5604190015744033, 0.0, 0.35214370283094643, 0.99999999999999933
1055167L, 1, 0.803921568627451, 0.22868402454770267, 0.0, 0.23054471545777788, 0.00064206528240939864
1661212L, 0, 0.0392156862745098, 0.14225331197875266, 0.0, 0.28324977526145123, 0.0002643603943847106
2631531L, 0, 0.0392156862745098, 0.19180991643130285, 0.0, 0.29067009696548962, 0.00010373066200997094
16543797L, 0, 0.0392156862745098, 0.14225331197875266, 0.0, 0, 0.0
3152703L, 0, 0.0196078431372549, 0.0017894963748513965, 0.0, 0, 0.0
20953010L, 0, 0.0196078431372549, 0.14225331197875266, 0.0, 0.31540565233645035, 5.6792783956094439e-05
25750629L, 0, 0.0196078431372549, 0.0, 0.0, 0.29420227840714319, 0.0
9557823L, 0, 0.00980392156862745, 0.14225331197875266, 0.0, 0, 0.0
65450L, 1, 0.8180039138943248, 0.0, 0.0, 0.20093613771482977, 0.00089870960202242944
1701236L, 0, 0.11350293542074363, 0.0, 0.0, 0.182964498861522, 0.0013346121739524763
2248394L, 0, 0.0410958904109589, 0.0, 0.0, 0.25579337244941436, 0.00022232193739302186
5231785L, 0, 0.019569471624266144, 0.0, 0.0, 0.28225925506183369, 0.0015656653391318276
1090690L, 0, 0.0019569471624266144, 0.0, 0.0, 0, 9.2219606164789525e-06
7024306L, 0, 0.0019569471624266144, 0.0, 0.0, 0, 0.0
24115071L, 0, 0.0019569471624266144, 0.0, 0.0, 0.33744479181221365, 0.0
29444341L, 1, 0.9928057553956835, 0.9684245039994787, 0.5, 0, 1.0000000000000002
149501L, 1, 0.9583333333333334, 0.9793441166270834, 0.9090909090909091, 0.25929699883471069, 0.078221554439010799
13820L, 1, 0.9971264367816092, 0.0, 0.0, 0.096903572049524156, 1.0
148393L, 1, 0.991304347826087, 0.0, 0.0, 0.17314575137707011, 0.67893418496161095
18110L, 1, 0.9978484341381784, 0.0, 0.0, 0.2961285653921315, 0.0020156841445942986
507096L, 0, 0.0004781257470714798, 0.0, 0.0, 0.05243963404135521, 6.3122108588720138e-05
18131L, 0, 0.00035859431030360985, 0.0, 0.0, 0.15328837918771221, 0.00011161957375716014
79734L, 0, 0.0002390628735357399, 0.0, 0.0, 0.14233313949944493, 0.00085381950150487107
81605L, 0, 0.00011953143676786995, 0.0, 0.0, 0.1970672401252338, 0.00022373190064650661
81918L, 0, 0.00011953143676786995, 0.0, 0.0, 0.14370711618921794, 0.00062991090983899323
198006L, 0, 0.00011953143676786995, 0.0, 0.0, 0.14503691771421656, 0.0016105603960255843
430202L, 0, 0.00011953143676786995, 0.0, 0.0, 0.16594761652235268, 0.00099881599054185699
656317L, 0, 0.00011953143676786995, 0.0, 0.0, 0.15776145096114158, 3.9443699873187299e-05
724792L, 0, 0.00011953143676786995, 0.0, 0.0, 0.14502688576902922, 4.2035903305648326e-05
935666L, 0, 0.00011953143676786995, 0.0, 0.0, 0, 0.0
1623974L, 0, 0.00011953143676786995, 0.0, 0.0, 0.18042101699402235, 1.5789069628291408e-05
18081L, 1, 0.6191822121726023, 0.1381190657246624, 0.9090909090909091, 0.26067095051560085, 0.2650810897536785
18119L, 0, 0.3242258652094718, 0.0, 0.0, 0.22214323478563924, 0.007539086312592147
252268L, 0, 0.013252936373343382, 0.07261381281915025, 0.0, 0.25330893049307468, 0.000965237503292804
1136796L, 0, 0.00697192387412851, 0.0865733064650219, 0.0, 0.17885527629358444, 0.079083774535371409
6707688L, 0, 0.006281012499214873, 0.0, 0.0, 0.22512640219159896, 0.0029662643496013441
8247848L, 0, 0.0043967087494504115, 0.0, 0.0, 0.30328889583265006, 0.0033447951786511609
156512L, 0, 0.004208278374473965, 0.09166635220256775, 0.0, 0.21506429477852296, 0.023437564921458875
251259L, 0, 0.003580177124552478, 0.0777068552163675, 0.0, 0.19242328405066966, 0.0014795307729518203
126887L, 0, 0.002575215124678098, 0.08363452547177073, 0.0, 0.23550930000689918, 0.00084448926625380061
311666L, 0, 0.0024495948746938007, 0.0, 0.0, 0.17421007179608783, 0.29617573222117466
1658858L, 0, 0.0021983543747252057, 0.07261381281915025, 0.0, 0.21049300110314584, 0.0019704241913325315
6133766L, 0, 0.0016958733747880158, 0.0, 0.0, 0.25680183208876095, 0.0048911685082519973
4790849L, 0, 0.0015702531248037183, 0.0, 0.0, 0.35963518704110631, 0.0017812457605873577
4470985L, 0, 0.0014446328748194208, 0.0, 0.0, 0.27603132129260211, 0.0004942908104488275
933419L, 0, 0.0013190126248351234, 0.0, 0.0, 0.18888083301861713, 0.0064801895839751156
164508L, 0, 0.0012562024998429746, 0.21324500604928498, 0.0, 0.14816343350753158, 1.0
2340403L, 0, 0.0010049619998743797, 0.0, 0.0, 0.24652179465917312, 0.0013024363626016333
16950383L, 0, 0.0008165316248979335, 0.0, 0.0, 0.29942792085987202, 0.47974474443023163
1864246L, 0, 0.0007537214999057848, 0.08453279326990067, 0.0, 0.24453770357629623, 0.014908709911869877
4047653L, 0, 0.0007537214999057848, 0.07261381281915025, 0.0, 0.35676347351179438, 0.0
15852L, 1, 0.9965481532619952, 0.29651044552572403, 0.9090909090909091, 0.2389827576027147, 0.27474840724579619
21363391L, 0, 0.001380738695201933, 0.09754489693855634, 0.0, 0, 0.025663634162662818
3457121L, 0, 0.0010355540214014498, 0.21712820503629413, 0.0, 0.24544962603345766, 0.31457261188080332
2875803L, 0, 0.00034518467380048324, 0.1691236567058793, 0.0, 0.30846959763941717, 0.45480779972668539
27993070L, 0, 0.00034518467380048324, 0.21095004165157358, 0.0, 0, 0.076028194196509968
29812L, 1, 0.9724014336917562, 0.15672943823727015, 0.9090909090909091, 0.27831905459087025, 0.066177326442055429
75350L, 0, 0.02043010752688172, 0.11099190061294797, 0.0, 0.22174617864818524, 0.023258058678915949
6152456L, 0, 0.0034050179211469536, 0.07692432400521901, 0.0, 0.22342666986678994, 0.025184415219024814
43809884L, 0, 0.0012544802867383513, 0.06094094714791463, 0.0, 0.25430547839594286, 0.00010370777079826698
7433682L, 0, 0.0007168458781362007, 0.0, 0.0, 0, 0.0033920505219071639
2422489L, 0, 0.00035842293906810036, 0.0, 0.0, 0.14357287110881711, 0.03657714297795378
22785930L, 0, 0.00035842293906810036, 0.16658543573201168, 0.0, 0.2599714903040693, 0.033296947777388564
187919L, 0, 0.00017921146953405018, 0.10317271590105138, 0.0, 0.21294536301629863, 0.026139869360049528
7905508L, 0, 0.00017921146953405018, 0.13537008583630825, 0.0, 0, 0.033291436024677434
16005985L, 0, 0.00017921146953405018, 0.04837555575447348, 0.0, 0, 0.0052928985096594161
20759225L, 0, 0.00017921146953405018, 0.07845163642613963, 0.0, 0.1157269350198622, 0.022937165031695961
24178931L, 0, 0.00017921146953405018, 0.05737819602039935, 0.0, 0.20229836300369219, 0.0065953804830636287
202009L, 1, 0.9453441295546559, 0.1941727621594387, 0.18181818181818182, 0.22825969050980643, 0.009154898979415238
22042210L, 0, 0.044534412955465584, 0.13661214757317797, 0.0, 0.25872498898220775, 0.0012004804920004997
99308L, 0, 0.0020242914979757085, 0.0951164030850806, 0.7272727272727273, 0.2712764124274627, 0.0013269705881632232
30303357L, 0, 0.0020242914979757085, 0.13661214757317797, 0.0, 0.32160106812143119, 0.0016443663998784164
37625789L, 0, 0.0020242914979757085, 0.2903646197343676, 0.0, 0, 0.0067423222679908745
38864003L, 0, 0.0020242914979757085, 0.13661214757317797, 0.0, 0.25958476687391818, 0.0014720511364848532
99078L, 1, 0.7934056761268782, 0.08206759837243216, 0.7272727272727273, 0.31136678975695453, 0.020753877768473372
99125L, 0, 0.13856427378964942, 0.12730845442479824, 0.18181818181818182, 0.33947424504212276, 0.0
553241L, 0, 0.06302170283806344, 0.1172413246371391, 0.0, 0.44562169313338029, 0.0
99105L, 0, 0.001669449081803005, 0.1282752584217077, 0.0, 0.32871882011951703, 1.1749665566052059e-05
99082L, 0, 0.0008347245409015025, 0.10688273808637759, 0.0, 0.32054572870881204, 0.00022725780769827786
103935L, 0, 0.00041736227045075126, 0.09149766161027424, 0.0, 0, 0.020794782752819541
17179011L, 0, 0.00041736227045075126, 0.0925696747516361, 0.0, 0.49584527338342377, 0.0
19673971L, 0, 0.00041736227045075126, 0.06865308740389264, 0.0, 0, 0.0
22900237L, 0, 0.00041736227045075126, 0.06865308740389264, 0.0, 0, 0.0
35533475L, 0, 0.00041736227045075126, 0.11114779486549489, 0.0, 0.50053375733151118, 7.6402557307342356e-05
19354L, 1, 0.6, 0.0, 0.5, 0, 0.0020465041712038889
59068L, 0, 0.2, 0.0, 0.0, 0.2843234121383732, 1.885283697977691e-05
356933L, 1, 0.9276315789473685, 0.33648709232514035, 0.9090909090909091, 0.2795454506427133, 0.14049488756243966
22171316L, 0, 0.03289473684210526, 0.08947515190093147, 0.0, 0.23198417620447143, 0.0
5797204L, 0, 0.006578947368421052, 0.17027666278441503, 0.0, 0, 0.016731531858904192
22031467L, 0, 0.006578947368421052, 0.08947515190093147, 0.0, 0, 0.0
25034534L, 0, 0.006578947368421052, 0.1272437918633646, 0.0, 0, 0.0011373642968580677
45435417L, 0, 0.006578947368421052, 0.08947515190093147, 0.0, 0, 0.0
48828878L, 0, 0.006578947368421052, 0.08947515190093147, 0.0, 0, 0.0
537627L, 1, 0.9984375, 0.9756665989224781, 0.9090909090909091, 0.27732260467979875, 1.0
528282L, 1, 0.9988415497490024, 0.19466205899603414, 0.9090909090909091, 0.34589701975714315, 0.0031039320873307297
2417230L, 0, 6.435834727764191e-05, 0.0, 0.0, 0.17178253482441863, 0.0014323925315541386
4044802L, 0, 6.435834727764191e-05, 0.0, 0.0, 0, 0.00014868185414906865
4384528L, 0, 6.435834727764191e-05, 0.07609803675069841, 0.0, 0.35261670989063587, 0.00052756670551723506
5659422L, 0, 6.435834727764191e-05, 0.07609803675069841, 0.0, 0.31029131805793897, 0.0010925549752306418
8975473L, 0, 6.435834727764191e-05, 0.0, 0.0, 0.26621878597041759, 0.0022353175442417772
10710808L, 0, 6.435834727764191e-05, 0.0, 0.0, 0, 0.00043069423288633057
14725644L, 0, 6.435834727764191e-05, 0.0, 0.0, 0, 0.00061655296171536644
16032415L, 0, 6.435834727764191e-05, 0.09587130267107115, 0.0, 0, 0.00011090937142144153
16762491L, 0, 6.435834727764191e-05, 0.09587130267107115, 0.0, 0.28833469397871259, 0.00046943322051551384
17303057L, 0, 6.435834727764191e-05, 0.07609803675069841, 0.0, 0.33653002536924226, 0.00070853125324032984
18698941L, 0, 6.435834727764191e-05, 0.0, 0.0, 0.38795489611241019, 0.00032250342778383789
19065100L, 0, 6.435834727764191e-05, 0.0, 0.0, 0, 0.00037431423770750705
23583296L, 0, 6.435834727764191e-05, 0.09587130267107115, 0.0, 0, 0.0002193814216879808
25386161L, 0, 6.435834727764191e-05, 0.09587130267107115, 0.0, 0, 0.0005669992703091209
39317223L, 0, 6.435834727764191e-05, 0.09587130267107115, 0.0, 0.34882738916429079, 0.00069088669022188132
44206946L, 0, 6.435834727764191e-05, 0.07609803675069841, 0.0, 0.3500439150441047, 0.0011955595545118936
